You take the Magic Mirror!  Congratulations!	You take the Magic Mirror!  Congratulations!
Dragon's Tongue is considered a delicacy in some parts of the world, but not in Daventry!	Dragon's Tongue is considered a delicacy in some parts of the world, but not in Daventry!
The dragon took it with him.	The dragon took it with him.
This boulder is far too heavy to move.	This boulder is far too heavy to move.
As you slowly and silently return to visibility, the dragon fails to notice you.	As you slowly and silently return to visibility, the dragon fails to notice you.
There is no one here to receive your offering.	There is no one here to receive your offering.
The dead dragon does not need anything you have to offer.	The dead dragon does not need anything you have to offer.
The dragon, unaware that you've stolen his great treasure, is not interested in anything you have to offer.	The dragon, unaware that you've stolen his great treasure, is not interested in anything you have to offer.
The dragon isn't interested in any of your possessions.  It's already got one of the most valuable treasures in Daventry.	The dragon isn't interested in any of your possessions.  It's already got one of the most valuable treasures in Daventry.
Parts of the cave are made impassable by huge, jagged stalagmites.	Parts of the cave are made impassable by huge, jagged stalagmites.
The craggy limestone stalactites hang menacingly from the roof of the cavern.	The craggy limestone stalactites hang menacingly from the roof of the cavern.
Smoking is bad for your health.  That's why there are not many dragons around.	Smoking is bad for your health.  That's why there are not many dragons around.
The dragon's head is angular, like a pterodactyl's.  Large webbed gill flaps protrude from either side of his face, just underneath his horns.  Smoke curls lazily from his nostrils.	The dragon's head is angular, like a pterodactyl's.  Large webbed gill flaps protrude from either side of his face, just underneath his horns.  Smoke curls lazily from his nostrils.
Green and scaly, the dragon's body is massive and muscular.  A row of serrated armor stretches from the tip of his tail to the base of his neck; his leathery wings are folded tight against his sides, and his webbed claws look sharp and deadly.	Green and scaly, the dragon's body is massive and muscular.  A row of serrated armor stretches from the tip of his tail to the base of his neck; his leathery wings are folded tight against his sides, and his webbed claws look sharp and deadly.
You should get closer to the mirror.	You should get closer to the mirror.
The mirror shimmers with its own magical light.	The mirror shimmers with its own magical light.
The dragon's long, powerful neck is a slinky mass of sinew and scales. The underside of his throat is pale, fleshy and unprotected by scales.	The dragon's long, powerful neck is a slinky mass of sinew and scales. The underside of his throat is pale, fleshy and unprotected by scales.
The dragon lies motionless on the rocky floor of the cavern.	The dragon lies motionless on the rocky floor of the cavern.
The ferocious fire-breathing dragon may look asleep, but don't be fooled....he's smarter than he looks.	The ferocious fire-breathing dragon may look asleep, but don't be fooled....he's smarter than he looks.
There is a vicious fire-breathing dragon here!	There is a vicious fire-breathing dragon here!
Ordinarily, music hath charms to soothe a savage beast but this beast is a little too ferocious to appreciate fiddle music.	Ordinarily, music hath charms to soothe a savage beast but this beast is a little too ferocious to appreciate fiddle music.
This dragon had only one life, and you have already taken it.	This dragon had only one life, and you have already taken it.
You don't have anything sharp enough to pierce the dragon's scaly hide!	You don't have anything sharp enough to pierce the dragon's scaly hide!
Wait and see what the dragon is doing first.	Wait and see what the dragon is doing first.
You don't have everything you need to attempt such a feat.	You don't have everything you need to attempt such a feat.
The dragon's already dead. Shooting him would be a waste of pebbles.	The dragon's already dead. Shooting him would be a waste of pebbles.
The pebbles are too blunt to deliver a fatal blow to the dragon, maybe a different approach would be better.	The pebbles are too blunt to deliver a fatal blow to the dragon, maybe a different approach would be better.
The dragon is dead.  He can no longer hear you.	The dragon is dead.  He can no longer hear you.
Think again.  When this dragon talks, things have a tendency to catch fire.	Think again.  When this dragon talks, things have a tendency to catch fire.
The mere thought of retrieving the dagger repulses you.	The mere thought of retrieving the dagger repulses you.
How?	How?
The dragon is dead. He has ceased to be. Bereft of life, he rests in peace. Best to get on with the game and forget this sad creature.	The dragon is dead. He has ceased to be. Bereft of life, he rests in peace. Best to get on with the game and forget this sad creature.
Be careful.  Dragons are very dangerous.	Be careful.  Dragons are very dangerous.
The Fairy Godmother's protective spell has saved you from a fiery fate.	The Fairy Godmother's protective spell has saved you from a fiery fate.
The dagger flies through the air and is lost in the cave's darkness.	The dagger flies through the air and is lost in the cave's darkness.
With unerring aim, the dagger streaks through the air and pierces the soft, unprotected skin under the dragon's throat.  The dragon convulses for a moment, and then crashes, lifeless, to the hard cavern floor.	With unerring aim, the dagger streaks through the air and pierces the soft, unprotected skin under the dragon's throat.  The dragon convulses for a moment, and then crashes, lifeless, to the hard cavern floor.
Good shot!  The water hits the dragon square in the face, dousing the dragon's fire.	Good shot!  The water hits the dragon square in the face, dousing the dragon's fire.
Unable to defend itself with anything more than harmless clouds of steam, the dragon rolls aside the granite boulder and slinks off in shame, leaving the mirror behind.	Unable to defend itself with anything more than harmless clouds of steam, the dragon rolls aside the granite boulder and slinks off in shame, leaving the mirror behind.
Unable to defend itself with anything more than harmless clouds of steam, the dragon rolls aside the granite boulder and slinks off in shame.	Unable to defend itself with anything more than harmless clouds of steam, the dragon rolls aside the granite boulder and slinks off in shame.
You can't do that while you are invisible.	You can't do that while you are invisible.
As your nose fills with the aroma of fresh well water, your lungs give out. Don't smell the water!	As your nose fills with the aroma of fresh well water, your lungs give out. Don't smell the water!
It's too late to dive.  At this point, all you can do is drown.	It's too late to dive.  At this point, all you can do is drown.
You are already doing that!	You are already doing that!
You need to be swimming first.	You need to be swimming first.
Too late!  You have already stopped swimming and started drowning.	Too late!  You have already stopped swimming and started drowning.
Just walk over to the water.	Just walk over to the water.
You're already in the water.	You're already in the water.
You've swum too long already!  Your endurance has run out.	You've swum too long already!  Your endurance has run out.
You can't do that from under water!	You can't do that from under water!
There's no reason to climb anything here.	There's no reason to climb anything here.
This isn't the chest you're looking for.	This isn't the chest you're looking for.
All you have to do is walk right into the water.	All you have to do is walk right into the water.
What would you like to get into?	What would you like to get into?
You take a deep drink of the cold well water.	You take a deep drink of the cold well water.
The hinges are rusted, but still very strong.	The hinges are rusted, but still very strong.
This dark pool of water leads to the bottom of the ancient well near King Edward's castle.	This dark pool of water leads to the bottom of the ancient well near King Edward's castle.
You are too far away to see clearly.	You are too far away to see clearly.
Too late!  Your vision grows blurred as you go down for the third time.	Too late!  Your vision grows blurred as you go down for the third time.
You can see the surface of the water just above you.	You can see the surface of the water just above you.
You can just see the opening of the well far above you.	You can just see the opening of the well far above you.
You see the low ceiling of the cave just above you.	You see the low ceiling of the cave just above you.
You can see the bottom of the well below you.	You can see the bottom of the well below you.
You are at the bottom of the well.  Through the plants you spy what seems to be a hole in the side of the well.	You are at the bottom of the well.  Through the plants you spy what seems to be a hole in the side of the well.
The cave is dark and very damp.	The cave is dark and very damp.
This looks like typical well water.	This looks like typical well water.
The chest is buried deep in the sand and is too heavy to carry.	The chest is buried deep in the sand and is too heavy to carry.
The lid's hinges are rusted shut.	The lid's hinges are rusted shut.
The half-buried chest looks as if it has been here for a very long time.	The half-buried chest looks as if it has been here for a very long time.
It looks like this chest has been buried here for a very long time.	It looks like this chest has been buried here for a very long time.
As you get into the water, the magic ring slips from your finger and vanishes.	As you get into the water, the magic ring slips from your finger and vanishes.
This looks like a typical weed.	This looks like a typical weed.
More curious still, the courtyard is deserted; this area is usually filled with the Ladies and Lords of the castle.	More curious still, the courtyard is deserted; this area is usually filled with the Ladies and Lords of the castle.
This is highly unusual.  You begin to feel deeply disturbed, as if all is not right within the castle.	This is highly unusual.  You begin to feel deeply disturbed, as if all is not right within the castle.
You can faintly hear a commotion in the King's Chamber to the west.	You can faintly hear a commotion in the King's Chamber to the west.
DOCTOR:  "There's nothing to be done."	DOCTOR:  "There's nothing to be done."
DOCTOR:  "Our King's melancholy is too much for his heart to bear.  Perhaps if Sir Graham had returned with the three lost treasures of Daventry ..."	DOCTOR:  "Our King's melancholy is too much for his heart to bear.  Perhaps if Sir Graham had returned with the three lost treasures of Daventry ..."
SIR GRAHAM:  "Your Highness, I am at your service."	SIR GRAHAM:  "Your Highness, I am at your service."
KING:  "Did ... did you succeed in your quest?"	KING:  "Did ... did you succeed in your quest?"
SIR GRAHAM:  "I did, Your Majesty."	SIR GRAHAM:  "I did, Your Majesty."
SIR GRAHAM:  "Here, as you commanded ..."	SIR GRAHAM:  "Here, as you commanded ..."
SIR GRAHAM:  "...the magic mirror."	SIR GRAHAM:  "...the magic mirror."
SIR GRAHAM:  "...the magic shield."	SIR GRAHAM:  "...the magic shield."
SIR GRAHAM:  "...and the magic chest."	SIR GRAHAM:  "...and the magic chest."
KING:  "I...I am afraid it is a little too late for me.  But you have done superbly, my Knight.  As I promised, the kingdom is yours."	KING:  "I...I am afraid it is a little too late for me.  But you have done superbly, my Knight.  As I promised, the kingdom is yours."
KING:  "I know you will serve her well."	KING:  "I know you will serve her well."
DOCTOR:  "The King is dead."	DOCTOR:  "The King is dead."
DOCTOR:  "Long live the King!"	DOCTOR:  "Long live the King!"
CROWD:  "Long live the King!"	CROWD:  "Long live the King!"
And thus ended Sir Graham's great quest for the lost treasures of Daventry.  Despite the loss of their beloved King Edward, the people of Daventry grew happy and prosperous and flourished for years to come.	And thus ended Sir Graham's great quest for the lost treasures of Daventry.  Despite the loss of their beloved King Edward, the people of Daventry grew happy and prosperous and flourished for years to come.
And whenever King Graham looked into his magic mirror, he saw visions of adventures yet to come...for him, for his children, and for Daventry, the land he loved so much.	And whenever King Graham looked into his magic mirror, he saw visions of adventures yet to come...for him, for his children, and for Daventry, the land he loved so much.
The End.	The End.
"GASP!"	"GASP!"
"It's Sir Graham!"	"It's Sir Graham!"
"He's returned!"	"He's returned!"
"Did he find the treasures?"	"Did he find the treasures?"
"Shhhhhh!"	"Shhhhhh!"
"Listen!"	"Listen!"
The giant is lying dead on the ground; beside him is a sturdy chest.	The giant is lying dead on the ground; beside him is a sturdy chest.
The giant is asleep, with a chest lying next to him.	The giant is asleep, with a chest lying next to him.
The enormous giant has been carrying that heavy chest for longer than he can remember.	The enormous giant has been carrying that heavy chest for longer than he can remember.
The giant is lying dead on the ground, slain by a pebble to the forehead.	The giant is lying dead on the ground, slain by a pebble to the forehead.
The huge giant has fallen asleep and is now snoring loudly.	The huge giant has fallen asleep and is now snoring loudly.
The giant is enormous!  He does look rather stupid, though.	The giant is enormous!  He does look rather stupid, though.
A dead giant does not have a lot to say.	A dead giant does not have a lot to say.
It is not a good idea to wake a sleeping giant.	It is not a good idea to wake a sleeping giant.
The giant is in no mood for talking.	The giant is in no mood for talking.
No matter how much noise you make, you can't wake the dead!	No matter how much noise you make, you can't wake the dead!
This giant is already awake...and he's in a bad mood!	This giant is already awake...and he's in a bad mood!
Tickling a dead giant?  The thin air up here must be affecting your mind.	Tickling a dead giant?  The thin air up here must be affecting your mind.
The giant isn't ticklish.  And it's a good thing for you that he isn't!	The giant isn't ticklish.  And it's a good thing for you that he isn't!
Getting that close to the giant would be dangerous. Besides, you couldn't reach his weak spot.	Getting that close to the giant would be dangerous. Besides, you couldn't reach his weak spot.
You don't anything sharp enough to even try that.	You don't anything sharp enough to even try that.
You'll need something to help you kill the giant -- if that's how you want to defeat him!	You'll need something to help you kill the giant -- if that's how you want to defeat him!
You need some kind of small rock to use the sling.	You need some kind of small rock to use the sling.
With the giant going to sleep, it would be unnecessary and cruel to kill him.	With the giant going to sleep, it would be unnecessary and cruel to kill him.
With what?	With what?
If you're trying to knock out the giant, don't bother.  He's already knocked out from chasing you.	If you're trying to knock out the giant, don't bother.  He's already knocked out from chasing you.
Now that he's dead, the giant couldn't care less what you want to give him.	Now that he's dead, the giant couldn't care less what you want to give him.
The giant does not need anything.  All he wants from you is to grind your bones to dust.	The giant does not need anything.  All he wants from you is to grind your bones to dust.
The giant, with his chest, has all the treasure he needs; all he wants from you is to grind your bones to dust.	The giant, with his chest, has all the treasure he needs; all he wants from you is to grind your bones to dust.
You have no reason to do that.	You have no reason to do that.
You see nothing of interest on the ground.	You see nothing of interest on the ground.
There is a chest near the sleeping giant.	There is a chest near the sleeping giant.
